,0,1,2,3,4,5,6
858,2014-06-18,71.3,0.1,29.1,24.4,20.5,166
859,2014-06-19,79.3,0,25.6,22.5,20.8,190
860,2014-06-20,76.5,1.5,28.6,24.2,20.7,135.0909091
861,2014-06-21,80.9,8.5,28.2,23.1,19.8,181.9090909
862,2014-06-22,74.4,0.4,29,23.7,20.2,195.7272727
863,2014-06-23,91.4,24.5,23.2,21,19.4,142.4545455
864,2014-06-24,74.6,0,27.2,22.9,19.4,175.6363636
865,2014-06-25,74.1,0,29,23.8,20.2,242.4545455
866,2014-06-26,68,0,29.5,24.4,20.2,249.2727273
867,2014-06-27,74.8,0,29.5,24.1,20.6,190
868,2014-06-28,71.6,0,28.4,23.8,21.3,245.1818182
869,2014-06-29,70.3,0,29.8,24.1,20.9,272.8181818
